{0}bb,bsjxxsi.oruhre 转换
{0}jc+dtsot.xliigi 相称
{0}jc+dzxmd.ziedse 自動
{0}jm.ntxsdb.jpujto 解決
{0}jm.nzisdb.jpufau 解法
{0}jm.tdkusdb.jpuxii 解析
{0}jm.jhlcsdb.jputoi 解脱
{0}jm.ma+djusukgi.ohehueoie 帳户制
{0}jm.ixpkk.xtulso 雪龙
{0}jm.ighlcsdb.jpuuoi 解说
{0}jm.imukg.ohehue 帳户
{0}jm.iktysdb.jpudse 解凍
{0}jm.id+jk+mkklikkzmwh.xtuigoofixyo 雪城真尋
{0}jm.dk+llixlsdbtu.jpuxiiqie 解析器
{0}jl+xld.xleyze 向右
{0}jl+krd.xlexxe 向下
{0}jl+edjcodc.dhuuzu 党首
{0}jl+va+esfxd.xleriekvo 向日葵
{0}jk+bregwk.oiojpi 直接
{0}jk+bdtywk.oioboi 直播
{0}jk+nrhgbc.ycogyu 揺滾
{0}jk+ggokkg.ofezdi 震災
{0}jk+ujxwh.ofiyhi 真央
{0}jk+cy+fpkkhk.lkohxehxe 霊画化
{0}jk+kygkju.xuiyce 需要
{0}jk+kcykkh.lkohxe 霊画
{0}jk+kcdnwh.ofixxe 真夏
{0}jk+wbxwh.ofiuio 真実
{0}jk+ejuswk.oioqmo 直前
{0}jk+dnrwh.ofidsi 真冬
{0}js+bk+of+ti+bz,fkssotdgjfdti.xtouginaefueteelie 学生納付特例
{0}js+xipbmt.jketde 静态
{0}js+rrmtnt.fuoyzo 浮遊
{0}js+rukbmt.jkeoiu 静止
{0}js+revbmt.jkeybi 静音
{0}js+uk+kcybmtr.jkeoiuhxe 静止画
{0}js+ikryobmt.jkelbu 静凛
{0}js+dbkot.xtougi 学生
{0}js+dfihsot.xtouue 学術
{0}jz+otrwe.suelne 塑料
{0}jz+svcs.jnusee 角色
{0}jw+jl+rdmrwodl.yyeykofhi 運営方
{0}jw+ojldlrw.yyeyko 運営
{0}je+ba+kziwnwwo.njobjeqqo 南半球
{0}je+yzzh.huoliu 壶里
{0}je+tfkzd.xteuri 血栓
{0}je+tsnkww.njojio 南極
{0}je+tsdnww.njojio 南极
{0}je+rdmww.njofhi 南方
{0}je+goskfd.xteyro 血縁
{0}je+ud.xteosi 血中
{0}je+ua+ey+iendng.xteosinsodue 血中濃度
{0}je+fk+xkrkdtz.xteurioge 血栓症
{0}je+ofzd.xteqte 血雀
{0}je+eekgshc.ghipko 鋼瓶
{0}jd+nzinc.grifau 观法
{0}jd+fffnc.griose 观众
{0}jd+fivgjc.mieuio 觅食
{0}ja+pk+fxrk.yzuxpirfo 有些人
{0}ja+nilv.mkooie 明治
{0}ja+xx,dm+hmdxrmi.yzuxneigoffi 有効成分
{0}ja+tgiix.yzujii 有機
{0}ja+rpkkx.yzuxpi 有些
{0}ja+rxxmx.yzuxne 有効
{0}ja+rlox.yzudmu 有点
{0}ja+gi+pa+kl+dbpddxtiff.yzujiihxeheowue 有機化合物
{0}ja+gkiwx.yzuxme 有线
{0}ja+otrwx.yzulne 有料
{0}ja+okc.ytegli 月光
{0}ja+iijv.mkolhu 明朗
{0}ja+ienv.mkodue 明度
{0}ja+kziwn.yteqqo 月球
{0}ja+sf+zx+duviie.yteoiimwutue 月之美兎
{0}ja+silx.yzumko 有名
{0}ja+zfmwnx.yzuque 有趣
{0}ja+whflf.nwerso 内容
{0}ja+ev+ypxrp.yzuyiesii 有意思
{0}ja+vtix.yzuuio 有时
{0}ja+vehv.mkoxmu 明显
{0}ja+vv.mkorie 明日
{0}ja+dvv.mkobdo 明白
{0}cp+srxt.xlumdu 想买
{0}cp+wkrft.xludke 想定
{0}cy+nhsddku.biotie 鼻涕
{0}cy+fsvfk.hxexle 画像
{0}cy+kymuk.hxemme 画面
{0}cy+krdku.bioxxe 鼻下
{0}cy+dsxk.hxefgi 画风
{0}cx+skniirj.liosci 离骚
{0}ct,rlofx.qtidmu 缺点
{0}ct,ccli.dcuiui 导出
{0}ct,kzfxli.dcuoie 导致
{0}ct,susdqfx.qtixme 缺陷
{0}ct,disffx.qtifao 缺乏
{0}cu+xcfuuxie.gjigae 尴尬
{0}cu+td+ee,fk+vtifsrkurdks.ilexbijbexkouio 创新进行时
{0}cu+rtdkufs.ilexbi 创新
{0}cu+sxubfs.ilejme 创建
{0}cf,rhdnmx.gdubme 改変
{0}cf,rdzlmx.gduzce 改造
{0}cf,jrmkmx.gduxpu 改写
{0}cf,whdqgmx.gducre 改竄
{0}cf,ezelmx.gduuje 改善
{0}cj+bk.lluuzu 両手
{0}cj+rtjcck.lluqbi 両親
{0}cj+jctwjjn.vdemoe 瞹眜
{0}cc 出
{0}cs+kejmt.ogikdi 睁开
{0}ce+rxflz.gretzo 罐头
{0}cv+yzjg.yjuliu 眼里
{0}cv+ki.ddbcjggw.yjuxmebiu 眼线笔
{0}ca+ba+godvn.ujiuzuxme 山手線
{0}ca+nwkhc.iuiyju 出演
{0}ca+tx+kp+ka+kyrltsorfzk.yiugveciovreiyo 乙炔雌二醇
{0}ca+tj+xbcdk.iuizuiiei 出租车
{0}ca+reyzu.vrotso 儿童
{0}ca+gifv.baiyiu 巴以
{0}ca+gksfkm.yiujki 已经
{0}ca+uudnc.iuibju 出版
{0}ca+fj.ujinwe 山内
{0}ca+jk+kjlmnckki.iuiyyoxxo 出雲霞
{0}ca+otxs.yiugve 乙炔
{0}ca+ou+ls+ri+sisiiyukfnc.ujiufogeilqodoi 山神歌流多
{0}ca+kjkkic.iuiyyo 出雲
{0}ca+kzjccc.iuixme 出現
{0}ca+svcc.iuisee 出色
{0}ca+wk+wxvcnh.iuiyjuoeu 出演者
{0}ca+dvpij.muedea 目的
{0}mb+pdvlu.naupae 哪怕
{0}mb+uclu.nauvro 哪儿
{0}mp+dif.zfumea 怎么
{0}mx+tu+tw+dt+ptfnfees.yiildemoelieyeu 伊濑茉莉也
{0}mx+ejonf.yiitgo 伊藤
{0}mt+uimud.biemfo 闭门
{0}mt+fpojfud.biesou 闭锁
{0}mt+evxjud.biemue 闭幕
{0}mr+redidm.fhoiju 房产
{0}mg 表
{0}mu.nx+llixljndm.fuowueqie 服务器
{0}mu.umve.jpojmi 节间
{0}mu.uzrdgjn.fuooli 服装
{0}mu.jce.jpomue 节目
{0}mu.odjce.jpougu 节省
{0}mu.ighlcls.bpouoi 别说
{0}mu.sills.bpomko 別名
{0}mu.sddnmjn.fuowue 服務
{0}mu.ve.jporie 节日
{0}mu.dnxmjn.fuowue 服务
{0}mu.dwllls.bpogru 别管
{0}mu.dd,llixljnsnm.fuowueqie 服務器
{0}mf+yuwjkrx.fheoie 放置
{0}mf+nrmtrdg.lvuyzo 旅游
{0}mf+newjr.iiooie 迟滞
{0}mf+xuzrx.fhezde 放在
{0}mf+rexrx.fhesse 放送
{0}mf+ek+klsfrsfkjh.xrotzogei 旋頭歌
{0}mc+gi+is+sokdfsi.veegxidoivru 厄瓜多尔
{0}mm.stikk.ujezia 扇子
{0}mi+gt,wa+tgiieekdm.ljoyaovrujii 藍牙耳機
{0}mi+kgtdee.ljoyao 藍牙
{0}ml+nfzrw.bienjo 避难
{0}ml+obmcu.wfejru 问卷
{0}ml+okcrw.biegli 避光
{0}ml+lj+zx+zw,fxxchef.jxiheemwusyurfo 加賀美隼人
{0}ml+lj+ezxxxch.jxiheemwu 加賀美
{0}ml+kukx.jxigsi 加工
{0}ml+kixmi.qiudse 启动
{0}ml+svdcrw.biemmu 避免
{0}ml+vfkjfu.wfetio 问题
{0}mk+beyb.scumno 扫描
{0}mk+xlttz.klijxe 框架
{0}mk+rkpr.yuuciu 与此
{0}mk+umdo.dhiiui 当初
{0}mk+uo.dhiosi 当中
{0}mk+jxoo.dhirjo 当然
{0}mk+kp+kl+vtirrj.yuuciutsouio 与此同时
{0}mk+krljh.veexxe 顎下
{0}mk+klsgkb.scumau 扫码
{0}mk+ekkhr.yuuqio 与其
{0}mk+vtio.dhiuio 当时
{0}ms+fdugk.ilurue 闯入
{0}ms+kyjklst.yyetso 孕酮
{0}mw+xvn.zvedae 最大
{0}mw+td+uudnvnrku.zvexbibju 最新版
{0}mw+rtdkuvn.zvexbi 最新
{0}mw+rljlvn.zvegci 最高
{0}mw+rdkuvn.zvejbe 最近
{0}mw+godnrvn.zveosi 最終
{0}mw+gstvn.zvehcu 最好
{0}mw+fdgivn.zvedii 最低
{0}mw+mwnbf.ueequu 摂取
{0}mw+od+rldwlvngnr.zveosihxe 最終話
{0}mw+ighlcbl.jueuoi 据说
{0}mw+sisivn.zvedoi 最多
{0}mw+wy+kygvndz.zveoseyce 最重要
{0}mw+vwvn.zvezcu 最早
{0}mw+dklvn.zvehze 最后
{0}mw+dzdcvn.zvexmi 最先
{0}mw+dwyzvn.zveose 最重
{0}me+sxdrgrb.iioyjo 遅延
{0}me+sxdrkrb.iioyjo 遅延
{0}mv+igpetu.jmidpo 间谍
{0}md+bsjxp.qpehre 切换
{0}md+xuzdku.souzde 所在
{0}md+twnh.ffioii 分枝
{0}md+tdkuh.ffixii 分析
{0}md+rcxjh.ffilio 分离
{0}md+rlsth.ffixlu 分享
{0}md+gtdkup.qpedre 切断
{0}md+gifdku.souyiu 所以
{0}md+meeh.ffipko 分屏
{0}md+oxkjhh.ffilwe 分類
{0}md+otxh.ffilwe 分类
{0}md+lu+sx+dnjehwshb.ffigeijmepjo 分割鍵盤
{0}md+lmush.ffibpo 分別
{0}md+lwu.iuiyee 初叶
{0}md+sjmdbh.ffijpu 分解
{0}md+wlush.ffigei 分割
{0}md+ejfxh.ffisje 分散
{0}md+emuh.ffijpo 分节
{0}md+eidmdku.souzhi 所蔵
{0}ma+gmbur.luonae 卢娜
{0}ma+ud+ehdkurfd.luoxqisii 卢修斯
{0}ma+ftk.uiitiu 尸体
{0}ma+of+gojegkgz.wjewwowhu 万維網
{0}ma+vkyzx.lielle 力量
{0}op+tx+zy+db+pp.obusgcoswkzpkb.iyocveliuxkepiipje 純粋理性批判
{0}op+otxswgc.iyocve 純粋
{0}on+tdngz.jkipio 経皮
{0}on+lgz.jkikzu 経口
{0}ox+kkjjpgkl.qiulie 綺麗
{0}ot+iksfmg.lvucie 屡次
{0}ot+lkdnlr.miolue 迷路
{0}or+rlwgic.tsujie 統計
{0}or+mu.vdbkgivgu.oiijiixki 織姫星
{0}or+kgic.tsuyii 統一
{0}og+gozjcgot.jiexue 継続
{0}og+ssbfgot.jieigo 継承
{0}ou+ya+dx,kiyud.ufotmoxneyii 神田笑一
{0}ou+nkhyiyu.ufojqu 神酒
{0}ou+mhdsniyu.ufodme 神殿
{0}ou+dtpdiyu.ufomie 神秘
{0}ohb 举
{0}of 数
{0}of+ftigj.naefue 納付
{0}of+dfvkigj.naedeo 納得
{0}ojs+t 学
{0}oj+btdbcn.xnihce 消耗
{0}oj+pvyngkn.hrumje 緩慢
{0}oj+yfuuicc.uiejpe 視界
{0}oj+nidon.xnimpe 消滅
{0}oj+rloicc.uiedmu 視点
{0}oj+rdkjfidc.uiepbo 视频
{0}oj+gorivgk.zuuoii 組織
{0}oj+glfl.thuruo 倘如
{0}oj+gdbigj.ihoveo 嫦娥
{0}oj+usjfn.xnifwe 消费
{0}oj+fwuxfl.thuuiu 倘使
{0}oj+jxofl.thurjo 倘然
{0}oj+jj.xx,yticcoccrm.uiejtoxnegou 視覚効果
{0}oj+ojjccicc.uiejto 視覚
{0}oj+ilkfl.thuhoe 倘或
{0}oj+sj+wxvnuf.xnifweoeu 消费者
{0}oj+zin.xnique 消去
{0}oj+exlfl.thuroe 倘若
{0}oj+dcpn.xnixii 消息
{0}oc+dbpddi.liuwue 礼物
{0}om+wgttk.dhevje 档案
{0}oo 炎
{0}oo.jtdddn.djecdu 淡彩
{0}oi+bksrxc.jqedau 就打
{0}oi+tl+kk.rlkklgmjddzrl.bmiigoyjoyuu 編程言語
{0}oi+rlmfgmj.bmiyie 編訳
{0}oi+ighlcrxc.jqeuoi 就说
{0}oi+lkgmgmj.bmihce 編号
{0}oi+kygrxc.jqeyce 就要
{0}oi+wl+llixlgmjwmw.bmijioqie 編輯器
{0}oi+wwlmwgmj.bmijio 編輯
{0}oi+vkrfrxc.jqeuie 就是
{0}oi+dtldzgmj.bmiigo 編程
{0}oi+dfkksrxc.jqexko 就行
{0}ol.jfusk.fzuzeo 否则
{0}ol.kr+kedddkwf.fzudkexko 否定形
{0}ol.wkrfk.fzudke 否定
{0}ok+rjdzkjh.yrewhe 願望
{0}ok+revily.fuoybi 福音
{0}ok+jbi.ykiyse 应用
{0}ok+ca+df+nililykz.fuoujiyauoie 福山雅治
{0}ok+igrgfi.ykigdi 应该
{0}ok+iuiuily.fuoozi 福州
{0}ok+wpdcgzx.oiemie 緻密
{0}ok+eftg.hsoiao 紅茶
{0}ok+ev+wi+wkilyro.fuoybiojeuie 福音戦士
{0}ok+va+ls+kl+owigdkff.hsobdogeiheooje 紅白歌合戦
{0}os+fcgkn.lvexmi 緑仙
{0}oz+ytgl.jpogou 結果
{0}oz+rhxi.ueejni 社交
{0}oz+rm+gmbugfyukk.seefwunae 繬翡娜
{0}oz+rlfkjgl.jpolye 結論
{0}oz+fklgl.jpoheo 結合
{0}oz+fkkii.ueehve 社会
{0}ow+nook.pkodje 平淡
{0}ow+tdnk.pkobju 平板
{0}ow+fk+ea+yfuukdksp.pkoxkouiejpe 平行世界
{0}ow+ilk.pkotdo 平台
{0}ow+kymuk.pkomme 平面
{0}ow+zpikk.pkojyi 平均
{0}ow+dn+silkf.pkofjumko 平仮名
{0}ow+dn+wy+revktdz.pkobjuoseybi 平板重音
{0}ow+dtlk.pkoheo 平和
{0}ow+dfkksk.pkoxko 平行
{0}oe+sd+nuysbgm.xminduyzo 鮮奶油
{0}od+bnkyuo.icumme 炒麺
{0}od+nevxn.uaimoe 沙漠
{0}od+gurevvdd.ykuxlu 影響
{0}od+uukuvdd.ykupme 影片
{0}od+jrmkb.icixpu 抄写
{0}od+zidmvdd.ykuigo 影城
{0}oa+bs+dikmu.buenaemea 不那么
{0}oa+pp.so+ehdkusis.vruteemiosii 尔忒弥斯
{0}oa+plsisk.buegze 不够
{0}oa+pa+rleziky.buesiiyie 不思議
{0}oa+xl+oa+ojjdckfk.bueoiibuejto 不知不觉
{0}oa+xdukik.bueduo 不独
{0}oa+rtik.buegoe 不过
{0}oa+rukk.bueoiu 不止
{0}oa+gr+fkik.buerherfo 不让人
{0}oa+ggo.houzdi 火災
{0}oa+gstk.buehcu 不好
{0}oa+gdzk.buerfe 不妊
{0}oa+ga+wkrfkw.buevjidke 不安定
{0}oa+uz+dotkx.buezdehui 不在乎
{0}oa+hywk.buedji 不单
{0}oa+fpevk.buecoe 不错
{0}oa+fnk.buejbu 不仅
{0}oa+fobf.houbje 伙伴
{0}oa+fvkk.buedje 不但
{0}oa+fdgik.buedii 不低
{0}oa+jklk.buetso 不同
{0}oa+ob+xa+dgioffe.houbjegrixie 伙伴关系
{0}oa+omm.houjue 火炬
{0}oa+okck.buegli 不光
{0}oa+igfpk.buelye 不论
{0}oa+ijppk.buengo 不能
{0}oa+lt+nbxxkkdn.buepoecze 不破湊
{0}oa+lrfk.buezuo 不足
{0}oa+ls+jmunkfis.bueuuifuo 不舒服
{0}oa+kygk.bueyce 不要
{0}oa+kr+ehjkwf.buedkeqii 不定期
{0}oa+ku+wjkkfx.buebmeyio 不便宜
{0}oa+kl+tdnlkf.bueheogeo 不合格
{0}oa+kk.fkzkwc.buewjoqro 不完全
{0}oa+kspk.buesiu 不死
{0}oa+kslk.buekeu 不可
{0}oa+ka+tebk.bueyiiyhe 不一样
{0}oa+sp+oa+zewkkk.buesiubuexke 不死不幸
{0}oa+srxk.buemdu 不买
{0}oa+sf+uiuiil.houiviiso 火吹蟲
{0}oa+sl+ijppkk.buekeungo 不可能
{0}oa+svcx.hvisee 灰色
{0}oa+vjk.buemko 不明
{0}oa+dt+vjkrm.buetzemko 不透明
{0}oa+dejs.houjme 火箭
{1}i 戈
{0}ipk 式
{0}ip+bfvf.ddetie 代替
{0}ip+rlmklf.ddecio 代詞
{0}ip+ogfxf.ddeuue 代数
{0}ip+wxvm.rfuoeu 忍者
{0}iy+rkweh.ddeuhe 戴上
{0}ix+bixmfc.yziuie 优势
{0}ix+pt+ihdcifz.fuodiemoo 伏地魔
{0}ix+xipkm.dsetde 动态
{0}ix+utwub.kuewae 裤袜
{0}ix+fbgm.yzenmo 幼年
{0}ix+ffmkm.dsezoe 动作
{0}ix+fobck.yjejre 厌倦
{0}ix+fwb.zderfo 载人
{0}ix+cd+ojstfjc.fuojmexto 伏見学
{0}ix+okjfpc.yzifjo 忧烦
{0}ix+ip+zptkmx.dsetdedie 动态地
{0}ix+kcykm.dsehxe 动画
{0}ix+zptf.fuodie 伏地
{0}ix+wxvfo.wwuoeu 偽者
{0}ix+dtsdmfc.yzixqe 优秀
{0}ir+bu+wlulwdgos.cdopjegri 裁判官
{0}ir+plcs.wdebci 外包
{0}ir+njdcs.wdegri 外观
{0}ir+tes.wdeldo 外来
{0}ir+jcdcs.wdejme 外見
{0}ir+ccs.wdeiui 外出
{0}ir+obuswdg.cdopje 裁判
{0}ir+wdnls.wdekee 外客
{0}ir+ebjcs.wdeoea 外着
{0}ir+ea+rlkklst.wdeldoyuu 外来語
{0}ir+vdbks.wdexki 外星
{0}ir+db+fsvk.wdexkirfo 外星人
{0}iu+xmsi.qlolie 強力
{0}iu+rljzlsi.qlodne 強調
{0}iu+ksosi.qlolpe 強烈
{0}iu+djussi.qlooie 強制
{0}iu+dlkujuii.isouii 蟲師
{0}if+xa+ehdkuzxr.vdiwfosii 埃文斯
{0}if+teg.yiuldo 以来
{0}if+ruuset.ycejie 薬剤
{0}if+rkg.yiuuhe 以上
{0}if+uidwtuxl.oiioui 蜘蛛
{0}if+ixmig.yiuwwe 以为
{0}if+id+fxeuxluwt.oiiouixxo 蜘蛛侠
{0}if+krg.yiuxxe 以下
{0}if+sirg.yiuwde 以外
{0}if+sdng.yiujio 以及
{0}if+ejusg.yiuqmo 以前
{0}if+dm+bkgioxznx.xsojiisue 雄激素
{0}if+dklg.yiuhze 以后
{0}ij+bp+fiwllwiddd.boowuegru 博物館
{0}ij+bwhkue.jmikse 监控
{0}ij+fuddme.jmixqi 監修
{0}ij+igwsxi.lhuduo 朗读
{0}ij+dwllue.jmigru 监管
{0}im+tcpg.hrexlu 幻想
{0}im+fisivu.jiolke 即令
{0}im+fkuxvu.jiobme 即便
{0}im+fwuxvu.jiouiu 即使
{0}im+cp+bk+dbpddgtd.hrexluugiwue 幻想生物
{0}im+ojjccg.hrejto 幻覚
{0}im+imu.mfohue 门户
{0}im+ilkvu.jiohoe 即或
{0}im+exlvu.jioroe 即若
{0}im+djlfj.pmixle 偏向
{0}io+rlkklr.uuoyuu 熟語
{0}ii.xb.koedae 拡大
{0}ii.mk+gi+ijppbsgti.koeohijiingo 拡張機能
{0}ii.kzjccb.koexme 拡現
{0}ii.smkgb.koeohi 拡張
{0}il+nn.oieuvu 治水
{0}il+rlmkls.mkocio 名詞
{0}il+la+mkizsw.mkoguuwui 名古屋
{0}il+silzk.yuemko 域名
{0}il+wsts.mkozie 名字
{0}il+ejuss.mkoqmo 名前
{0}il+dtsos.mkoigi 名称
{0}ik.ha+kowm.xiojbipko 习金平
{0}is+nptnn.ysuiio 泳池
{0}is+njhsss.yuucee 予測
{0}is+xsi.doidae 多大
{0}is+tdsi.doicdo 多才
{0}is+grhgfi.lkenlo 令嬢
{0}is+fbf.jbinmo 今年
{0}is+fusi.doigee 多个
{0}is+otrwff.ybulne 飲料
{0}is+ogfxsi.doiuue 多数
{0}is+kxf.jbitmi 今天
{0}is+kkcsi.doiyro 多元
{0}is+zptsi.doidie 多地
{0}is+ehjf.jbiqii 今期
{0}is+dn+jy.ehdkusinlk.doiloelwosii 多洛雷斯
{0}is+dtusi.doiosu 多种
{0}is+dtstf.jbijie 今季
{0}iz+fisk.oiejbi 至今
{0}iz+odk.oieucu 至少
{0}iw+xmdt.mwelie 魅力
{0}iw+rlkklrh.uueyuu 述語
{0}iw+uipetulj.huodpo 蝴蝶
{0}iw+ip+ekkuljuet.huodpoljo 蝴蝶兰
{0}iw+klsfwyw.zdegei 載歌
{0}iw+wkkcuj.buuwjo 補完
{0}ie+bomkro.oeidhu 遮挡
{0}ie+rmdnn.duebmi 渡辺
{0}ie+kzlmnro.oeixxo 遮瑕
{0}ie+zl+rljjrokmn.oeixxogci 遮瑕膏
{0}ie+eojxro.oeibie 遮蔽
{0}iv+ba+ekywfgj.uioysexye 食用蕈
{0}iv+jbfg.uioyse 食用
{0}iv+lk+klmboflzjh.chixpomau 倉頡碼
{0}iv+lk+wf+da+nziflzjhwksf.chixpouuiruefau 倉頡輸入法
{0}iv+sp+dfzrffgk.uiosiutuo 食死徒
{0}iv+zt+wt+kd+dbztiflbiglnl.chiiiomweluetee 倉持妹路特
{0}iv+zlkjhfl.chixpo 倉頡
{0}iv+dbpddfg.uiowue 食物
{0}idm 成
{0}id+rujzm.igouie 城市
{0}id+odnl.jmuucu 減少
{0}ia+ykkch.gsiyro 公园
{0}ia+yzh.gsiliu 公里
{0}ia+xbbsih.gsioru 公转
{0}ia+xa+uzvhr.gsiwfouui 公文書
{0}ia+rtiz.quegoe 去过
{0}ia+uv+okcxskd.tdeyhogli 太陽光
{0}ia+ha+jhtdhe.gsigsecdo 公共財
{0}ia+fidns.xiifje 夕飯
{0}ia+mklh.gsisii 公司
{0}ia+ipkh.gsiuie 公式
{0}ia+kzusb.ocudce 找到
{0}ia+keh.gsikdi 公开
{0}ia+suvx.tdeyho 太阳
{0}ia+suvkdx.tdeyho 太陽
{0}ia+ehh.gsigse 公共
{0}lb+kokjhrkj.qkuyre 請願
{0}lp+tk+ea+dbjchft.zsutiuldokje 总体来看
{0}lp+gkrich.zsutsu 总统
{0}lp+ftkh.zsutiu 总体
{0}lp+mmlh.zsujuo 总局
{0}lp+ojjdci.gjujto 感觉
{0}lp+vjci.gjumce 感冒
{0}lp+vkrfh.zsuuie 总是
{0}ly+vfkjhrt.keetio 課題
{0}lt+bztif.bcuiio 保持
{0}lt+nvehf.bcuuii 保湿
{0}lt+xustf.bcucyo 保存
{0}lt+fuddf.bcuxqi 保修
{0}lt+exdxkdn.poehoe 破获
{0}lr+rukdrhg.rhebue 譲歩
{0}lr+uukukfw.svepme 碎片
{0}lr+uk+dtjckfwuu.svepmexli 碎片箱
{0}lr+uzvdew.ciouui 辞書
{0}lr+sf+zx+duvirotie.miooiimwutue 謎之美兎
{0}lr+ejhdew.ciodmu 辞典
{0}lu+rlrjmrkr.fwubhe 誹謗
{0}lu+rdmwl.grifhi 官方
{0}lu+omkws.geidhi 割当
{0}lu+lr+ua+ffvdrkrrjm.fwubheosiuhi 誹謗中傷
{0}lu+kkoruu.xyeuie 訓示
{0}lh+vjrlc.uoimko 説明
{0}lf+xa+vp+iw+otrwrkjrbpwyw.lyewfojpizdelne 論文掲載料
{0}lf+rxrkj.lyewfo 論文
{0}lf+rifwkjz.qtelve 確率
{0}lf+rlmipkjz.qterfe 確認
{0}lf+frklkjz.qtexbe 確信
{0}lf+kslrw.xuukeu 許可
{0}lf+sl+rlkrkrwk.xuukeuoge 許可証
{0}lf+wuuswx.gueuie 故事
{0}lf+wkrfkjz.qtedke 確定
{0}lj+nwwjrl.gciico 高潮
{0}lj+nvjerl.gciwfi 高温
{0}lj+tu+fprlr.gcisuehxe 高速化
{0}lj+tjkrzl.dneoai 調査
{0}lj+rturl.gcisue 高速
{0}lj+revrl.gciybi 高音
{0}lj+uipetw.huodpo 胡蝶
{0}lj+hdbfrl.gcioio 高鉄
{0}lj+fdgirl.gcidii 高低
{0}lj+iksfrl.gcicie 高次
{0}lj+iwhhw.huomao 胡麻
{0}lj+ienrl.gcidue 高度
{0}lj+kkjjprl.gcilie 高麗
{0}lj+wldcrc.hcokee 毫克
{0}lj+dfubrzl.dnelve 調律
{0}lc+bdwlp.bcikoe 包括
{0}lc+rlzjcd.lreduo 乱読
{0}lmu.s 別
{0}lm+nzirc.jiefau 記法
{0}lm+riwhrc.jieuue 記述
{0}lm+glfn.jxuruo 假如
{0}lm+gkjytrkl.ciohve 詞彙
{0}lm+hsknrc.jielue 記録
{0}lm+fisprc.jienme 記念
{0}lm+fwuxfn.jxuuiu 假使
{0}lm+exlfn.jxuroe 假若
{0}lo.or.dmuhou 点火
{0}li+ydnlr.ojelte 战略
{0}li+rwr.ojedze 战斗
{0}li+gt,eylxld.qieleequi 器乐曲
{0}li+mofkfrpk.uieyje 試験
{0}li+smtr.ojeogi 战争
{0}li+wlullxl.qiegri 器官
{0}li+dn+kl+fm+oa+fobrylfff.ojelteheozoehoubje 战略合作伙伴
{0}li+dgtlxl.qielee 器乐
{0}li+dklr.ojehze 战后
{0}ll.rlmkll.pbucio 品詞
{0}ll.ffmbt.ccizoe 操作
{0}ll.fm+gi+gkricbtfdo.ccizoexietsu 操作系统
{0}ll.ojlznt.zcutho 澡堂
{0}ll.dtul.pbuosu 品种
{0}lk+gkjytrkl.yuuhve 語彙
{0}lk+uuuhrkl.yuuuye 語順
{0}lk+fkuyrow.pkosie 評価
{0}lk+fsxrkl.yuuqie 語気
{0}lk+ojstrkl.yuuxto 語学
{0}lk+igfwi.hoexuu 或许
{0}lk+ls+gordmrklru.yuubuefhu 語部紡
{0}lk+whxske.yjojqi 研究
{0}lk+vjrrk.ogemko 証明
{0}lk+dgtgx.yuolee 娱乐
{0}ls 別
{0}ls+ty+gojkkfd.geifjizuu 歌番組
{0}ls+rljfckf.geiyco 歌謡
{0}ls+rlmklkf.geicio 歌詞
{0}ls+hmdru.bueffi 部分
{0}ls+freru.buewwe 部位
{0}ls+fhmdru.bueffe 部份
{0}ls+fdbru.buejme 部件
{0}ls+jmunfis.uuifuo 舒服
{0}ls+mkizru.buewui 部屋
{0}ls+lj+jfkkokfrfc.geiycojie 歌謡祭
{0}ls+lvvkf.geiihe 歌唱
{0}ls+ki.ebjcrumz.buewuioea 部屋着
{0}ls+kl+owikff.geiheooje 歌合戦
{0}ls+skuxxgk.jxeuiu 驾驶
{0}ls+zvdkf.geiugi 歌声
{0}ls+wrxkjb.qteuio 确实
{0}ls+ed,zx+kzfiimurce.jyedcemwulko 郡道美玲
{0}ls+vv.xmkfl.geiihelie 歌唱力
{0}lz+rlorjc.duodmu 読点
{0}lw+kcyr.jiehxe 計画
{0}lw+djcer.jiesre 計算
{0}le+nk.uikhydkbyu.tmommejle 甜麺醤
{0}le+nsfzl.xiuhri 喜欢
{0}le+rlfkjrzi.yielye 議論
{0}le+rlodk.tmodmu 甜点
{0}le+rd+rkrzlfg.jxiyiikau 嘉依卡
{0}le+fffmb.qyoose 群众
{0}le+fzsfzl.xiuhri 喜歓
{0}le+ifijk.dzefuu 豆腐
{0}le+wfkhzl.jxibbi 嘉宾
{0}le+wkdhzl.jxibbi 嘉賓
{0}lv.ijppf.oiengo 智能
{0}ld+rlsuwl.gsibue 宮部
{0}ld+rlwrsn.ueejie 設計
{0}ld+gmz.ugenvu 聖女
{0}ld+ls+dviumzrxg.ugedjejpo 聖誕節
{0}ld+kj+kdfzwcey.keelwuyau 克蕾雅
{0}ld+wkrfrsn.ueedke 設定
{0}ld+vfkjhrwl.hxetio 話題
{0}ld+dfihslc.ozeuue 呪術
{0}la+nrhsi.tdowji 台湾
{0}la+xbbsiy.hvooru 回转
{0}la+xa+rlkklr.kzuwfoyuu 口文語
{0}la+tddyk.uiolqo 石榴
{0}la+rlkkl.kzuyuu 口語
{0}la+rldwl.kzuhxe 口話
{0}la+guny.hvouzi 回収
{0}la+gufxy.hvouzi 回收
{0}la+gok.kzuhso 口紅
{0}la+godvny.hvoxme 回線
{0}la+uuuk.uioiri 石川
